Fund Name:,SPDR® Gold Shares,,,,,,,,,,,,,,,,
Ticker Symbol:,GLD®,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,NAV,Shares Outstanding,Total Net Assets,,,,,,,,,,,,,,
01-Jul-2016,127.948466,321100000.0,41084252449.04,,,,,,,,,,,,,,
30-Jun-2016,126.111232,319800000.0,40330372045.86,,,,,,,,,,,,,,
29-Jun-2016,126.184245,319800000.0,40353721700.00,,,,,,,,,,,,,,
28-Jun-2016,125.058566,318900000.0,39881176674.24,,,,,,,,,,,,,,
27-Jun-2016,126.478307,318900000.0,40333932201.94,,,,,,,,,,,,,,
24-Jun-2016,125.618035,314500000.0,39506872122.74,,,,,,,,,,,,,,
23-Jun-2016,120.523722,308300000.0,37157463592.63,,,,,,,,,,,,,,
22-Jun-2016,120.782928,308300000.0,37237376719.23,,,,,,,,,,,,,,
21-Jun-2016,121.524484,307100000.0,37320169137.36,,,,,,,,,,,,,,
20-Jun-2016,122.404545,305900000.0,37443550409.45,,,,,,,,,,,,,,
17-Jun-2016,123.258656,305600000.0,37667845243.64,,,,,,,,,,,,,,
16-Jun-2016,125.175070,303800000.0,38028186212.95,,,,,,,,,,,,,,
15-Jun-2016,122.554562,303200000.0,37158543336.33,,,,,,,,,,,,,,
14-Jun-2016,122.923633,302500000.0,37184399032.77,,,,,,,,,,,,,,
13-Jun-2016,122.318458,301700000.0,36903478933.57,,,,,,,,,,,,,,
10-Jun-2016,121.816230,300900000.0,36654503633.70,,,,,,,,,,,,,,
09-Jun-2016,120.709590,298700000.0,36055954564.78,,,,,,,,,,,,,,
08-Jun-2016,120.624946,296600000.0,35777358982.28,,,,,,,,,,,,,,
07-Jun-2016,118.524938,296600000.0,35154496611.55,,,,,,,,,,,,,,
06-Jun-2016,118.812778,296600000.0,35239869915.76,,,,,,,,,,,,,,
03-Jun-2016,118.482254,296600000.0,35141836498.30,,,,,,,,,,,,,,
02-Jun-2016,115.798689,294500000.0,34102713916.69,,,,,,,,,,,,,,
01-Jun-2016,116.000603,293000000.0,33988176636.34,,,,,,,,,,,,,,
31-May-2016,115.772558,292300000.0,33840318749.24,,,,,,,,,,,,,,
27-May-2016,116.174152,292300000.0,33957704600.07,,,,,,,,,,,,,,
26-May-2016,116.901578,292300000.0,34170331185.73,,,,,,,,,,,,,,
25-May-2016,116.592328,292300000.0,34079937498.92,,,,,,,,,,,,,,
24-May-2016,118.146239,292300000.0,34534145647.02,,,,,,,,,,,,,,
23-May-2016,119.012228,293600000.0,34941990241.97,,,,,,,,,,,,,,
20-May-2016,119.809187,292500000.0,35044187089.98,,,,,,,,,,,,,,
19-May-2016,119.050897,289500000.0,34465234658.56,,,,,,,,,,,,,,
18-May-2016,121.598530,288000000.0,35020376616.31,,,,,,,,,,,,,,
17-May-2016,121.991602,288000000.0,35133581446.45,,,,,,,,,,,,,,
16-May-2016,122.828974,286400000.0,35178218153.95,,,,,,,,,,,,,,
13-May-2016,120.936347,286400000.0,34636169698.65,,,,,,,,,,,,,,
12-May-2016,122.213226,284400000.0,34757441352.59,,,,,,,,,,,,,,
11-May-2016,121.985248,283300000.0,34558420613.20,,,,,,,,,,,,,,
10-May-2016,120.644139,282400000.0,34069904908.14,,,,,,,,,,,,,,
09-May-2016,120.879549,281600000.0,34039681005.41,,,,,,,,,,,,,,
06-May-2016,123.152815,280700000.0,34568995184.42,,,,,,,,,,,,,,
05-May-2016,122.318120,279100000.0,34138987320.44,,,,,,,,,,,,,,
04-May-2016,122.582295,277700000.0,34041103260.67,,,,,,,,,,,,,,
03-May-2016,123.634986,277500000.0,34308708659.04,,,,,,,,,,,,,,
02-May-2016,122.838266,277500000.0,34087618782.27,,,,,,,,,,,,,,
29-Apr-2016,122.842293,270500000.0,33228840386.09,,,,,,,,,,,,,,
28-Apr-2016,120.009741,270500000.0,32462634945.95,,,,,,,,,,,,,,
27-Apr-2016,119.189079,270000000.0,32181051390.72,,,,,,,,,,,,,,
26-Apr-2016,118.645586,270000000.0,32034308095.59,,,,,,,,,,,,,,
25-Apr-2016,118.379263,270000000.0,31962401005.99,,,,,,,,,,,,,,
22-Apr-2016,118.798919,270800000.0,32170747186.17,,,,,,,,,,,,,,
21-Apr-2016,119.373686,270800000.0,32326394278.84,,,,,,,,,,,,,,
20-Apr-2016,119.637831,270800000.0,32397924678.94,,,,,,,,,,,,,,
19-Apr-2016,119.964105,270800000.0,32486279539.53,,,,,,,,,,,,,,
18-Apr-2016,117.948719,273300000.0,32235384917.16,,,,,,,,,,,,,,
15-Apr-2016,117.264409,273300000.0,32048363079.53,,,,,,,,,,,,,,
14-Apr-2016,117.910843,271400000.0,32001002916.57,,,,,,,,,,,,,,
13-Apr-2016,119.049511,272500000.0,32440991859.34,,,,,,,,,,,,,,
12-Apr-2016,119.896678,274200000.0,32875669080.32,,,,,,,,,,,,,,
11-Apr-2016,119.912325,275100000.0,32987880594.70,,,,,,,,,,,,,,
08-Apr-2016,118.458661,275100000.0,32587977562.63,,,,,,,,,,,,,,
07-Apr-2016,118.708458,275700000.0,32727921875.75,,,,,,,,,,,,,,
06-Apr-2016,116.731292,275700000.0,32182817155.16,,,,,,,,,,,,,,
05-Apr-2016,117.674011,274300000.0,32277981145.50,,,,,,,,,,,,,,
04-Apr-2016,116.575772,274300000.0,31976734251.83,,,,,,,,,,,,,,
01-Apr-2016,115.991575,275100000.0,31909282359.72,,,,,,,,,,,,,,
31-Mar-2016,118.230133,275500000.0,32572401717.04,,,,,,,,,,,,,,
30-Mar-2016,118.159717,275500000.0,32553002143.22,,,,,,,,,,,,,,
29-Mar-2016,117.181000,275900000.0,32330237787.94,,,,,,,,,,,,,,
28-Mar-2016,116.704228,277000000.0,32327071047.31,,,,,,,,,,,,,,
24-Mar-2016,116.709330,277000000.0,32328484291.21,,,,,,,,,,,,,,
23-Mar-2016,116.385529,276300000.0,32157321681.40,,,,,,,,,,,,,,
22-Mar-2016,119.723611,276300000.0,33079633656.59,,,,,,,,,,,,,,
21-Mar-2016,118.998279,276300000.0,32879224413.19,,,,,,,,,,,,,,
18-Mar-2016,119.690592,275400000.0,32962789107.19,,,,,,,,,,,,,,
17-Mar-2016,121.068698,271400000.0,32858044616.34,,,,,,,,,,,,,,
16-Mar-2016,117.436795,267400000.0,31402599020.66,,,,,,,,,,,,,,
15-Mar-2016,117.772718,266400000.0,31374652092.24,,,,,,,,,,,,,,
14-Mar-2016,118.801827,265700000.0,31565645401.62,,,,,,,,,,,,,,
11-Mar-2016,120.909213,268600000.0,32476214734.40,,,,,,,,,,,,,,
10-Mar-2016,121.077854,268600000.0,32521511691.59,,,,,,,,,,,,,,
09-Mar-2016,119.157392,266600000.0,31767360673.78,,,,,,,,,,,,,,
08-Mar-2016,121.128286,265900000.0,32208011268.61,,,,,,,,,,,,,,
07-Mar-2016,121.215660,266700000.0,32328216529.02,,,,,,,,,,,,,,
04-Mar-2016,122.137522,266700000.0,32574077196.06,,,,,,,,,,,,,,
03-Mar-2016,119.532746,266700000.0,31879383423.38,,,,,,,,,,,,,,
02-Mar-2016,118.477261,265100000.0,31408321802.83,,,,,,,,,,,,,,
01-Mar-2016,118.220335,264300000.0,31245634441.14,,,,,,,,,,,,,,
29-Feb-2016,118.068606,261300000.0,30851326851.57,,,,,,,,,,,,,,
26-Feb-2016,117.269099,256300000.0,30056070041.29,,,,,,,,,,,,,,
25-Feb-2016,118.178944,255600000.0,30206538199.21,,,,,,,,,,,,,,
24-Feb-2016,119.590901,255600000.0,30567434313.61,,,,,,,,,,,,,,
23-Feb-2016,116.780435,252900000.0,29533771923.56,,,,,,,,,,,,,,
22-Feb-2016,115.791852,252900000.0,29283759353.44,,,,,,,,,,,,,,
19-Feb-2016,117.722819,246400000.0,29006902637.79,,,,,,,,,,,,,,
18-Feb-2016,115.710891,239900000.0,27759042805.85,,,,,,,,,,,,,,
17-Feb-2016,115.702592,239000000.0,27652919460.76,,,,,,,,,,,,,,
16-Feb-2016,115.656037,239000000.0,27641792736.17,,,,,,,,,,,,,,
12-Feb-2016,118.554256,239000000.0,28334467150.85,,,,,,,,,,,,,,
11-Feb-2016,118.675101,240700000.0,28565096829.41,,,,,,,,,,,,,,
10-Feb-2016,113.798766,236000000.0,26856508749.39,,,,,,,,,,,,,,
09-Feb-2016,113.895649,236000000.0,26879373269.90,,,,,,,,,,,,,,
08-Feb-2016,114.112084,236500000.0,26987507826.95,,,,,,,,,,,,,,
05-Feb-2016,110.012784,234800000.0,25831001792.29,,,,,,,,,,,,,,
04-Feb-2016,110.588005,233100000.0,25778063976.90,,,,,,,,,,,,,,
03-Feb-2016,108.259652,231900000.0,25105413328.78,,,,,,,,,,,,,,
02-Feb-2016,107.925990,230400000.0,24866148077.45,,,,,,,,,,,,,,
01-Feb-2016,107.735829,229000000.0,24671504799.86,,,,,,,,,,,,,,
29-Jan-2016,106.332968,224900000.0,23914284578.82,,,,,,,,,,,,,,
28-Jan-2016,106.544606,224900000.0,23961881987.91,,,,,,,,,,,,,,
27-Jan-2016,106.761030,224900000.0,24010555736.47,,,,,,,,,,,,,,
26-Jan-2016,106.508669,224900000.0,23953799728.41,,,,,,,,,,,,,,
25-Jan-2016,105.840136,223200000.0,23623518266.64,,,,,,,,,,,,,,
22-Jan-2016,104.853388,223200000.0,23403276253.50,,,,,,,,,,,,,,
21-Jan-2016,104.878452,222500000.0,23335455567.34,,,,,,,,,,,,,,
20-Jan-2016,105.381872,221900000.0,23384237453.87,,,,,,,,,,,,,,
19-Jan-2016,103.900118,221100000.0,22972316196.34,,,,,,,,,,,,,,
15-Jan-2016,104.622214,221100000.0,23131971599.71,,,,,,,,,,,,,,
14-Jan-2016,104.111516,219800000.0,22883711144.51,,,,,,,,,,,,,,
13-Jan-2016,104.088736,219800000.0,22878704097.80,,,,,,,,,,,,,,
12-Jan-2016,103.826777,219000000.0,22738064092.17,,,,,,,,,,,,,,
11-Jan-2016,105.296469,219000000.0,23059926616.81,,,,,,,,,,,,,,
08-Jan-2016,105.405162,218300000.0,23009946855.63,,,,,,,,,,,,,,
07-Jan-2016,105.836836,216800000.0,22945426055.88,,,,,,,,,,,,,,
06-Jan-2016,104.407702,215400000.0,22489418957.21,,,,,,,,,,,,,,
05-Jan-2016,103.030715,215800000.0,22234028298.09,,,,,,,,,,,,,,
04-Jan-2016,103.534283,215800000.0,22342698373.25,,,,,,,,,,,,,,
31-Dec-2015,101.624681,215800000.0,21930606052.86,,,,,,,,,,,,,,
30-Dec-2015,101.410459,216200000.0,21924941201.41,,,,,,,,,,,,,,
29-Dec-2015,102.378170,216200000.0,22134160369.37,,,,,,,,,,,,,,
28-Dec-2015,102.551555,216200000.0,22171646155.34,,,,,,,,,,,,,,
24-Dec-2015,102.556038,216600000.0,22213637849.98,,,,,,,,,,,,,,
23-Dec-2015,102.207842,217000000.0,22179101805.31,,,,,,,,,,,,,,
22-Dec-2015,102.845385,217000000.0,22317448637.64,,,,,,,,,,,,,,
21-Dec-2015,103.214967,217000000.0,22397647746.13,,,,,,,,,,,,,,
18-Dec-2015,101.663142,218000000.0,22162565000.53,,,,,,,,,,,,,,
17-Dec-2015,100.410535,211700000.0,21256910354.98,,,,,,,,,,,,,,
16-Dec-2015,102.885568,213200000.0,21935203199.75,,,,,,,,,,,,,,
15-Dec-2015,101.570770,213200000.0,21654888105.01,,,,,,,,,,,,,,
14-Dec-2015,102.217878,213200000.0,21792851687.80,,,,,,,,,,,,,,
11-Dec-2015,102.627979,213200000.0,21880285064.96,,,,,,,,,,,,,,
10-Dec-2015,102.485545,213200000.0,21849918215.31,,,,,,,,,,,,,,
09-Dec-2015,103.443700,213200000.0,22054196888.56,,,,,,,,,,,,,,
08-Dec-2015,102.593070,213200000.0,21872842433.06,,,,,,,,,,,,,,
07-Dec-2015,102.948294,213200000.0,21948576236.41,,,,,,,,,,,,,,
04-Dec-2015,103.281853,214600000.0,22164285724.72,,,,,,,,,,,,,,
03-Dec-2015,101.005240,214600000.0,21675724515.14,,,,,,,,,,,,,,
02-Dec-2015,101.001557,214600000.0,21674934149.72,,,,,,,,,,,,,,
01-Dec-2015,101.960025,219900000.0,22421009468.38,,,,,,,,,,,,,,
30-Nov-2015,101.626062,219900000.0,22347570996.79,,,,,,,,,,,,,,
27-Nov-2015,101.198571,219900000.0,22253565704.49,,,,,,,,,,,,,,
25-Nov-2015,102.215602,220200000.0,22507875621.34,,,,,,,,,,,,,,
24-Nov-2015,103.020905,220200000.0,22685203218.89,,,,,,,,,,,,,,
23-Nov-2015,102.457186,220200000.0,22561072399.43,,,,,,,,,,,,,,
20-Nov-2015,103.537601,221900000.0,22974993596.45,,,,,,,,,,,,,,
19-Nov-2015,103.620108,222300000.0,23034750000.76,,,,,,,,,,,,,,
18-Nov-2015,102.199559,222300000.0,22718962039.40,,,,,,,,,,,,,,
17-Nov-2015,103.296855,222300000.0,22962890786.59,,,,,,,,,,,,,,
16-Nov-2015,103.829319,222300000.0,23081257601.10,,,,,,,,,,,,,,
13-Nov-2015,103.521574,222300000.0,23012845928.42,,,,,,,,,,,,,,
12-Nov-2015,104.087549,222300000.0,23138662036.27,,,,,,,,,,,,,,
11-Nov-2015,103.945082,222800000.0,23158964269.34,,,,,,,,,,,,,,
10-Nov-2015,104.061101,222800000.0,23184813370.86,,,,,,,,,,,,,,
09-Nov-2015,104.301579,223700000.0,23332263144.87,,,,,,,,,,,,,,
06-Nov-2015,104.237982,224700000.0,23422274512.73,,,,,,,,,,,,,,
05-Nov-2015,105.904926,225600000.0,23892151372.98,,,,,,,,,,,,,,
04-Nov-2015,106.710265,228400000.0,24372624498.03,,,,,,,,,,,,,,
03-Nov-2015,107.515898,230400000.0,24771662883.80,,,,,,,,,,,,,,
02-Nov-2015,108.560963,231400000.0,25121006756.63,,,,,,,,,,,,,,
30-Oct-2015,109.364215,232400000.0,25416243607.87,,,,,,,,,,,,,,
29-Oct-2015,109.963969,233100000.0,25632601263.74,,,,,,,,,,,,,,
28-Oct-2015,112.934024,233100000.0,26324920907.51,,,,,,,,,,,,,,
27-Oct-2015,111.604063,233500000.0,26059548822.30,,,,,,,,,,,,,,
26-Oct-2015,111.672322,233500000.0,26075487134.67,,,,,,,,,,,,,,
23-Oct-2015,111.182760,233500000.0,25961174494.28,,,,,,,,,,,,,,
22-Oct-2015,111.734649,234100000.0,26157081291.10,,,,,,,,,,,,,,
21-Oct-2015,111.745447,234100000.0,26159609123.67,,,,,,,,,,,,,,
20-Oct-2015,112.766611,234100000.0,26398663732.77,,,,,,,,,,,,,,
19-Oct-2015,112.542786,234100000.0,26346266192.84,,,,,,,,,,,,,,
16-Oct-2015,113.068431,232900000.0,26333637517.30,,,,,,,,,,,,,,
15-Oct-2015,113.395282,235000000.0,26647891262.03,,,,,,,,,,,,,,
14-Oct-2015,112.405308,233300000.0,26224158395.02,,,,,,,,,,,,,,
13-Oct-2015,111.573342,230700000.0,25739969886.88,,,,,,,,,,,,,,
12-Oct-2015,111.545830,230700000.0,25733622989.70,,,,,,,,,,,,,,
09-Oct-2015,110.270936,230700000.0,25439504879.05,,,,,,,,,,,,,,
08-Oct-2015,109.166002,230700000.0,25184596770.63,,,,,,,,,,,,,,
07-Oct-2015,109.607736,230700000.0,25286504589.91,,,,,,,,,,,,,,
06-Oct-2015,109.886665,231300000.0,25416785639.70,,,,,,,,,,,,,,
05-Oct-2015,109.145652,231300000.0,25245389339.97,,,,,,,,,,,,,,
02-Oct-2015,109.245033,231300000.0,25268376160.97,,,,,,,,,,,,,,
01-Oct-2015,107.162571,231300000.0,24786702752.03,,,,,,,,,,,,,,
30-Sep-2015,106.684741,230700000.0,24612169699.11,,,,,,,,,,,,,,
29-Sep-2015,108.419899,229600000.0,24893208852.49,,,,,,,,,,,,,,
28-Sep-2015,108.320497,229600000.0,24870386070.86,,,,,,,,,,,,,,
25-Sep-2015,109.818579,229600000.0,25214345700.30,,,,,,,,,,,,,,
24-Sep-2015,110.571818,228300000.0,25243545944.86,,,,,,,,,,,,,,
23-Sep-2015,108.355240,227000000.0,24596639582.44,,,,,,,,,,,,,,
22-Sep-2015,107.546911,226800000.0,24391639382.62,,,,,,,,,,,,,,
21-Sep-2015,108.539629,226400000.0,24573371906.75,,,,,,,,,,,,,,
18-Sep-2015,109.333571,227600000.0,24884320669.56,,,,,,,,,,,,,,
17-Sep-2015,107.035551,227600000.0,24361291331.76,,,,,,,,,,,,,,
16-Sep-2015,107.046304,227600000.0,24363738732.93,,,,,,,,,,,,,,
15-Sep-2015,105.931398,227600000.0,24109986201.07,,,,,,,,,,,,,,
14-Sep-2015,105.822388,227600000.0,24085175533.30,,,,,,,,,,,,,,
11-Sep-2015,105.485767,227600000.0,24008560601.21,,,,,,,,,,,,,,
10-Sep-2015,106.277279,227600000.0,24188708789.81,,,,,,,,,,,,,,
09-Sep-2015,106.311974,227600000.0,24196605362.62,,,,,,,,,,,,,,
08-Sep-2015,107.395687,229000000.0,24593612368.51,,,,,,,,,,,,,,
04-Sep-2015,107.122565,229000000.0,24531067447.14,,,,,,,,,,,,,,
03-Sep-2015,108.058126,229000000.0,24745310790.60,,,,,,,,,,,,,,
02-Sep-2015,108.993696,229000000.0,24959556481.94,,,,,,,,,,,,,,
01-Sep-2015,109.430938,229000000.0,25059684784.00,,,,,,,,,,,,,,
31-Aug-2015,108.732545,229000000.0,24899752860.00,,,,,,,,,,,,,,
28-Aug-2015,108.736120,229000000.0,24900571500.00,,,,,,,,,,,,,,
27-Aug-2015,107.203960,229000000.0,24549706734.00,,,,,,,,,,,,,,
26-Aug-2015,107.372845,228500000.0,24534695060.00,,,,,,,,,,,,,,
25-Aug-2015,108.979251,228500000.0,24901758813.00,,,,,,,,,,,,,,
24-Aug-2015,111.759648,228500000.0,25537079558.00,,,,,,,,,,,,,,
21-Aug-2015,110.804954,227400000.0,25197046589.86,,,,,,,,,,,,,,
20-Aug-2015,109.962822,226600000.0,24917575537.21,,,,,,,,,,,,,,
19-Aug-2015,107.898785,225400000.0,24320386110.39,,,,,,,,,,,,,,
18-Aug-2015,106.491194,225400000.0,24003115131.73,,,,,,,,,,,,,,
17-Aug-2015,107.196748,225400000.0,24162146935.63,,,,,,,,,,,,,,
14-Aug-2015,107.147562,225400000.0,24151060409.60,,,,,,,,,,,,,,
13-Aug-2015,107.004984,225400000.0,24118923295.29,,,,,,,,,,,,,,
12-Aug-2015,107.221785,225400000.0,24167790294.70,,,,,,,,,,,,,,
11-Aug-2015,106.192733,224000000.0,23787172283.36,,,,,,,,,,,,,,
10-Aug-2015,105.115753,224000000.0,23545928723.65,,,,,,,,,,,,,,
07-Aug-2015,104.783779,224000000.0,23471566552.87,,,,,,,,,,,,,,
06-Aug-2015,104.425417,224000000.0,23391293495.25,,,,,,,,,,,,,,
05-Aug-2015,103.980769,224000000.0,23291692289.99,,,,,,,,,,,,,,
04-Aug-2015,104.513983,224900000.0,23505194733.32,,,,,,,,,,,,,,
03-Aug-2015,104.634965,225600000.0,23605647995.35,,,,,,,,,,,,,,
31-Jul-2015,105.261567,225600000.0,23747009589.68,,,,,,,,,,,,,,
30-Jul-2015,104.217752,228100000.0,23772069329.41,,,,,,,,,,,,,,
29-Jul-2015,104.482533,228100000.0,23832465868.89,,,,,,,,,,,,,,
28-Jul-2015,105.054097,228100000.0,23962839530.83,,,,,,,,,,,,,,
27-Jul-2015,105.419549,228100000.0,24046199187.10,,,,,,,,,,,,,,
24-Jul-2015,103.582296,228100000.0,23627121798.44,,,,,,,,,,,,,,
23-Jul-2015,105.174848,229600000.0,24148145141.29,,,,,,,,,,,,,,
22-Jul-2015,104.332359,230500000.0,24048608794.45,,,,,,,,,,,,,,
21-Jul-2015,105.963263,231300000.0,24509302764.30,,,,,,,,,,,,,,
20-Jul-2015,105.868556,232900000.0,24656786754.89,,,,,,,,,,,,,,
17-Jul-2015,108.575575,233500000.0,25352396656.40,,,,,,,,,,,,,,
16-Jul-2015,109.688830,237400000.0,26040128124.22,,,,,,,,,,,,,,
15-Jul-2015,109.977635,237800000.0,26152681492.28,,,,,,,,,,,,,,
14-Jul-2015,110.937516,237800000.0,26380941371.11,,,,,,,,,,,,,,
13-Jul-2015,110.612782,237800000.0,26303719568.36,,,,,,,,,,,,,,
10-Jul-2015,111.124529,237300000.0,26369850627.80,,,,,,,,,,,,,,
09-Jul-2015,111.600291,237300000.0,26482749151.97,,,,,,,,,,,,,,
08-Jul-2015,111.050275,237900000.0,26418860524.35,,,,,,,,,,,,,,
07-Jul-2015,110.835705,237900000.0,26367814159.11,,,,,,,,,,,,,,
06-Jul-2015,111.771999,237900000.0,26590558648.75,,,,,,,,,,,,,,
02-Jul-2015,111.704976,237900000.0,26574613793.57,,,,,,,,,,,,,,
01-Jul-2015,111.969940,238500000.0,26704830787.53,,,,,,,,,,,,,,
30-Jun-2015,112.258884,238500000.0,26773743854.34,,,,,,,,,,,,,,
29-Jun-2015,112.739642,238500000.0,26888404615.00,,,,,,,,,,,,,,
26-Jun-2015,112.215857,238500000.0,26763481798.11,,,,,,,,,,,,,,
25-Jun-2015,112.423283,239100000.0,26880406984.01,,,,,,,,,,,,,,
24-Jun-2015,112.530012,236800000.0,26647106724.47,,,,,,,,,,,,,,
23-Jun-2015,112.938844,236500000.0,26710036714.59,,,,,,,,,,,,,,
22-Jun-2015,113.659376,236500000.0,26880442376.00,,,,,,,,,,,,,,
19-Jun-2015,115.379867,235300000.0,27148882766.25,,,,,,,,,,,,,,
18-Jun-2015,115.232477,235300000.0,27114201942.91,,,,,,,,,,,,,,
17-Jun-2015,112.946383,235300000.0,26576283853.48,,,,,,,,,,,,,,
16-Jun-2015,112.923644,235300000.0,26570933434.49,,,,,,,,,,,,,,
15-Jun-2015,113.274938,235300000.0,26653592995.24,,,,,,,,,,,,,,
12-Jun-2015,113.412934,236000000.0,26765452364.84,,,,,,,,,,,,,,
11-Jun-2015,113.001640,236000000.0,26668387129.86,,,,,,,,,,,,,,
10-Jun-2015,113.962265,236000000.0,26895094641.03,,,,,,,,,,,,,,
09-Jun-2015,112.898596,236500000.0,26700518039.61,,,,,,,,,,,,,,
08-Jun-2015,112.458517,237500000.0,26708897848.28,,,,,,,,,,,,,,
05-Jun-2015,111.675503,237500000.0,26522931945.97,,,,,,,,,,,,,,
04-Jun-2015,112.770423,237900000.0,26828083635.47,,,,,,,,,,,,,,
03-Jun-2015,114.114795,237900000.0,27147909636.24,,,,,,,,,,,,,,
02-Jun-2015,114.384672,237900000.0,27212113549.07,,,,,,,,,,,,,,
01-Jun-2015,115.067086,239300000.0,27535553642.95,,,,,,,,,,,,,,
29-May-2015,114.255379,239900000.0,27409865371.40,,,,,,,,,,,,,,
28-May-2015,113.642628,239900000.0,27262866516.41,,,,,,,,,,,,,,
27-May-2015,113.725421,239900000.0,27282728471.19,,,,,,,,,,,,,,
26-May-2015,113.683495,239900000.0,27272670485.42,,,,,,,,,,,,,,
22-May-2015,115.482577,239700000.0,27681173764.78,,,,,,,,,,,,,,
21-May-2015,115.570187,239700000.0,27702173816.55,,,,,,,,,,,,,,
20-May-2015,116.099112,239700000.0,27828957196.66,,,,,,,,,,,,,,
19-May-2015,116.464948,240700000.0,28033113058.57,,,,,,,,,,,,,,
18-May-2015,117.348853,240700000.0,28245868842.96,,,,,,,,,,,,,,
15-May-2015,117.064892,242600000.0,28399942716.99,,,,,,,,,,,,,,
14-May-2015,117.497894,242600000.0,28504989064.78,,,,,,,,,,,,,,
13-May-2015,116.107635,244000000.0,28330263024.38,,,,,,,,,,,,,,
12-May-2015,114.285502,244000000.0,27885662571.60,,,,,,,,,,,,,,
11-May-2015,114.070825,244000000.0,27833281351.21,,,,,,,,,,,,,,
08-May-2015,113.762670,244000000.0,27758091585.50,,,,,,,,,,,,,,
07-May-2015,113.859885,247600000.0,28191707581.67,,,,,,,,,,,,,,
06-May-2015,114.556900,248500000.0,28467389640.43,,,,,,,,,,,,,,
05-May-2015,114.822067,248500000.0,28533283646.43,,,,,,,,,,,,,,
04-May-2015,112.803202,248500000.0,28031595704.66,,,,,,,,,,,,,,
01-May-2015,112.806911,248500000.0,28032517311.57,,,,,,,,,,,,,,
30-Apr-2015,113.220809,247700000.0,28044794460.62,,,,,,,,,,,,,,
29-Apr-2015,115.981130,247600000.0,28716927777.04,,,,,,,,,,,,,,
28-Apr-2015,115.982401,247600000.0,28717242486.55,,,,,,,,,,,,,,
27-Apr-2015,115.119960,247600000.0,28503702117.90,,,,,,,,,,,,,,
24-Apr-2015,113.492256,248700000.0,28225524032.49,,,,,,,,,,,,,,
23-Apr-2015,113.757411,248700000.0,28291468163.18,,,,,,,,,,,,,,
22-Apr-2015,114.094545,248700000.0,28375313418.34,,,,,,,,,,,,,,
21-Apr-2015,114.676401,248700000.0,28520020958.38,,,,,,,,,,,,,,
20-Apr-2015,114.792819,247600000.0,28422702089.62,,,,,,,,,,,,,,
17-Apr-2015,115.453989,247600000.0,28586407555.24,,,,,,,,,,,,,,
16-Apr-2015,115.551222,246600000.0,28494931310.51,,,,,,,,,,,,,,
15-Apr-2015,114.453654,246600000.0,28224271033.86,,,,,,,,,,,,,,
14-Apr-2015,114.632449,246600000.0,28268361935.90,,,,,,,,,,,,,,
13-Apr-2015,115.031973,246000000.0,28297865357.01,,,,,,,,,,,,,,
10-Apr-2015,115.846703,246000000.0,28498289018.04,,,,,,,,,,,,,,
09-Apr-2015,114.643146,246500000.0,28259535407.73,,,,,,,,,,,,,,
08-Apr-2015,115.839632,245500000.0,28438629555.90,,,,,,,,,,,,,,
07-Apr-2015,116.200910,245500000.0,28527323401.82,,,,,,,,,,,,,,
06-Apr-2015,115.002156,246300000.0,28325030948.73,,,,,,,,,,,,,,
02-Apr-2015,115.007197,246900000.0,28395276943.58,,,,,,,,,,,,,,
01-Apr-2015,114.864454,246900000.0,28360033748.61,,,,,,,,,,,,,,
31-Mar-2015,113.905692,246900000.0,28123315350.27,,,,,,,,,,,,,,
30-Mar-2015,113.762937,246900000.0,28088069174.85,,,,,,,,,,,,,,
27-Mar-2015,114.750720,246900000.0,28331952890.16,,,,,,,,,,,,,,
26-Mar-2015,115.462394,246900000.0,28507664986.23,,,,,,,,,,,,,,
25-Mar-2015,114.738845,248900000.0,28558498582.27,,,,,,,,,,,,,,
24-Mar-2015,114.346495,249300000.0,28506581313.93,,,,,,,,,,,,,,
23-Mar-2015,113.843739,249300000.0,28381244207.20,,,,,,,,,,,,,,
20-Mar-2015,113.545070,249300000.0,28306785950.62,,,,,,,,,,,,,,
19-Mar-2015,111.904688,251100000.0,28099267080.77,,,,,,,,,,,,,,
18-Mar-2015,110.105885,251100000.0,27647587695.70,,,,,,,,,,,,,,
17-Mar-2015,110.443097,250500000.0,27665995854.05,,,,,,,,,,,,,,
16-Mar-2015,110.444308,251400000.0,27765698919.52,,,,,,,,,,,,,,
13-Mar-2015,110.567943,251400000.0,27796780925.45,,,,,,,,,,,,,,
12-Mar-2015,110.593164,251400000.0,27803121476.21,,,,,,,,,,,,,,
11-Mar-2015,110.378293,252100000.0,27826367738.26,,,,,,,,,,,,,,
10-Mar-2015,111.531945,252100000.0,28117203328.67,,,,,,,,,,,,,,
09-Mar-2015,112.157407,252100000.0,28274882229.44,,,,,,,,,,,,,,
06-Mar-2015,112.857375,253200000.0,28575487307.11,,,,,,,,,,,,,,
05-Mar-2015,115.379565,254700000.0,29387175209.32,,,,,,,,,,,,,,
04-Mar-2015,115.140739,254700000.0,29326346137.70,,,,,,,,,,,,,,
03-Mar-2015,116.414482,254700000.0,29650768495.67,,,,,,,,,,,,,,
02-Mar-2015,116.391748,255600000.0,29749730908.43,,,,,,,,,,,,,,
27-Feb-2015,116.539632,258200000.0,30090532937.92,,,,,,,,,,,,,,
